Wastewater Surveillance Data
Date generated: Fri Feb 28 2025 10:01:32 GMT-0500 (Eastern Standard Time)
Jurisdiction,Sewershed ID,Reporting Jurisdiction,County,Population Served,Current virus levels in wastewater by site (in %),Percent change in the last 15 days ,Percent of wastewater samples with detectable virus 
Texas,2850,Texas,Dallas,105158,72.25,-100,100
Texas,2850,Texas,Dallas,9079,64.6,131,100
Texas,201,Houston,Harris,124000,52.67,-86,100
Texas,2816,Texas,Victoria,65800,21.25,568,100
Texas,2833,Texas,Hidalgo,70000,35.2,0,100
Texas,2868,Texas,Smith,9284,N/A,N/A,N/A
Texas,2921,Texas,Hidalgo,16782,53,38579,100
Texas,449,Houston,Harris,8610,52.67,1274,100
Texas,1683,Texas,Dallas,186000,64.86,-38,100
Texas,1141,Texas,Travis,529541,46.6,-9,100
Texas,2751,Texas,Dallas,242000,71.33,-57,100
Texas,2850,Texas,Kaufman; Collin; Dallas,1000000,77.8,72,100
Texas,2850,Texas,Dallas,2600000,86.75,-29,100
Texas,2808,Texas,Hays,18000,13.4,25,100
Texas,2810,Texas,Taylor,125000,54.4,72,100
Texas,2857,Texas,Gregg,82103,N/A,N/A,N/A
Texas,2866,Texas,Gregg,13000,72.67,N/A,0
Texas,2867,Texas,Henderson,13503,30.6,-83,100
Texas,2894,Texas,Brazos,58250,20.8,-96,75
Texas,2949,Texas,Denton,166774,new site,-67,100
Texas,375,Houston,Harris,293227,25,-74,100
Texas,1761,Texas,Potter; Randall,60000,67.43,-16,100
Texas,1762,Texas,Potter; Randall,140000,58.29,-4,100
Texas,1881,Texas,Cooke,17300,71.57,-25,100
Texas,1947,Texas,Montgomery,65000,33.14,0,100
Texas,2326,Texas,Dallas,630000,41.43,-26,100
Texas,865,Texas,Webb,120000,15.71,43,80
Texas,867,Texas,Webb,140000,19.43,-11,100
Texas,2642,Texas,Webb,140000,43.2,-69,100
Texas,2666,Texas,Galveston,115000,49,-56,100
Texas,2673,Texas,Galveston,115000,20.5,-39,100
Texas,2689,Texas,Galveston,15000,52.6,50,100
Texas,2850,Texas,Dallas,22191,76.2,1067,100
Texas,2850,Texas,Dallas,313164,58,23,100
Texas,2815,Texas,Anderson,19372,16,27,75
Texas,2859,Texas,Smith,43686,58.8,-14,0
Texas,1673,Texas,Dallas,200000,68.29,-1,100
Texas,1765,Texas,Wichita,90000,51,N/A,100
Texas,1948,Texas,Montgomery,70000,34.43,-20,100
Texas,2615,Texas,Dallas,421700,59.67,-25,100
Utah,10,Utah,Cache,9095,60,26,100
Utah,15,Utah,Grand; San Juan,9896,35.4,-61,100
Utah,18,Utah,Utah,102624,28,-33,100
Utah,19,Utah,Carbon,17312,44.6,83,100
Utah,22,Utah,Summit,23839,66.6,50,100
Utah,26,Utah,Utah,53313,50.8,-46,100
Utah,33,Utah,Utah,253112,45,-8,100
Utah,9,Utah,Davis; Weber,208850,31.8,152,100
Utah,1708,Utah,Utah,115000,42.6,-6,100
Utah,1877,Utah,Salt Lake,600000,20.29,5,100
Utah,1077,Utah,Wasatch,5806,31.4,966,100
Utah,11,Utah,Utah; Salt Lake,94484,35,-49,100
Utah,12,Utah,Cache,94005,65.6,-30,100
Utah,16,Utah,Weber; Davis,228700,32.6,109,100
Utah,20,Utah,Utah,21231,31.6,-42,100
Utah,21,Utah,Duchesne,6790,10.4,-38,25
Utah,24,Utah,Davis,84981,40.2,128,100
Utah,28,Utah,Salt Lake,209645,31.8,-22,100
Utah,2,Utah,Uintah,29513,29,-80,100
Utah,5,Utah,Iron,32451,12.4,-51,100
Utah,31,Utah,Utah,35840,37,-69,100
Utah,32,Utah,Tooele,36244,45.8,-52,100
Utah,7,Utah,Salt Lake,515494,41,-72,100
Utah,1077,Utah,Wasatch,19936,31.6,-63,100
Utah,11,Utah,Salt Lake,89507,43,-76,100
Utah,17,Utah,Utah,112901,24.8,-35,100
Utah,1,Utah,Washington,24970,15,-6,100
Utah,23,Utah,Summit,7995,56.4,-12,100
Utah,25,Utah,Davis,21872,40,347,100
Utah,27,Utah,Washington,92047,40,-14,100
Utah,29,Utah,Utah,12510,75.2,-21,100
Utah,30,Utah,Salt Lake,254971,13.8,-40,100
Utah,34,Utah,Box Elder,12451,29,-74,75
Utah,3,Utah,Box Elder,21443,47.4,-81,100
Utah,6,Utah,Davis,64533,53,-45,100
Vermont,2853,Vermont,Addison,9000,81,71,100
Vermont,2657,Vermont,Windsor,6000,40.75,356,100
Vermont,2599,Vermont,Chittenden,30000,57.43,-9,100
Vermont,2613,Vermont,Washington,10100,63.71,-31,100
Vermont,2108,Vermont,Chittenden,16000,44.8,-38,100
Virginia,2648,Virginia,Henry; Martinsville City,63000,65.8,93,100
Virginia,1237,Virginia,Tazewell,4600,39.5,N/A,0
Virginia,178,Virginia,Isle Of Wight; Suffolk City; Chesapeake City; Portsmouth City,197608,85.33,-56,100
Virginia,1829,Virginia,Amherst; Lynchburg City; Campbell; Bedford City,220000,71,95,100
Virginia,2035,Virginia,Hampton City; Newport News City,118497,67,-60,100
Virginia,2036,Virginia,James City; York; Hampton City; Newport News City,141543,60.67,-62,100
Virginia,38,Virginia,Alexandria City; Fairfax,300000,48.4,-67,100
Virginia,61,Virginia,Montgomery,52500,47.75,797,67
Virginia,2491,Virginia,Frederick; Winchester City,60000,65.4,1100,100
Virginia,1576,Virginia,Loudoun,300000,31.33,N/A,100
Virginia,177,Virginia,Chesapeake City; Virginia Beach City,530848,71,-94,100
Virginia,181,Virginia,Williamsburg City; Newport News City; York; New Kent; James City,69059,51,9531,50
Virginia,1826,Virginia,Wise; Norton City,14000,15.4,202,0
Virginia,1831,Virginia,Rockingham; Harrisonburg City,81000,23.2,-62,25
Virginia,1833,Virginia,Montgomery; Pulaski; Radford,70000,47.2,1103,50
Virginia,1834,Virginia,Bedford City; Roanoke; Roanoke City; Salem; Botetourt; Bland,300000,43.2,1444,75
Virginia,1837,Virginia,Russell,3100,52.33,553,0
Virginia,1985,Virginia,Alleghany,4000,32.2,305,0
Virginia,2078,Virginia,Fairfax; Falls Church City; Arlington; Alexandria City,232965,45.25,63,67
Virginia,2290,Virginia,Henrico,330000,69.5,N/A,100
Virginia,1828,Virginia,Stafford,50000,69,32,80
Virginia,2483,Virginia,Petersburg City,33458,59,-100,100
Virginia,2695,Virginia,Alleghany,15000,18.6,0,0
Virginia,180,Virginia,Chesapeake City; Virginia Beach City; Norfolk City; Portsmouth City,192347,69.33,-57,100
Virginia,1827,Virginia,Prince William; Fairfax,165901,61.67,123,100
Virginia,1828,Virginia,Stafford,44000,78.33,34,100
Virginia,1832,Virginia,Frederick,16563,new site,N/A,100
Virginia,1838,Virginia,Manassas City; Fairfax City; Fauquier; Fairfax; Prince William; Loudoun; Manassas Park City,350000,32.33,-98,50
Virginia,2037,Virginia,Mathews; York; Gloucester; Poquoson City; Newport News City; Hampton City,99112,55.67,-83,100
Virginia,42,Virginia,Prince William; Stafford,92000,51.33,-52,100
Virginia,2008,Virginia,Stafford,100000,86.33,3,100
Virginia,1830,Virginia,Albemarle; Charlottesville City,118266,64.5,-44,100
Virginia,1832,Virginia,Frederick,16563,0.67,-28,0
Virginia,2029,Virginia,Franklin,5000,46.8,3010,75
Virginia,2034,Virginia,Norfolk City,78322,55.67,15,100
Virginia,2485,Virginia,Cumberland; Prince Edward,12390,88,118,100
Virginia,342,Virginia,Goochland; Henrico; Richmond City,225000,29.67,-25,0
Virginia,454,Virginia,Washington,7300,87.5,-68,100
Washington,1076,Washington,Chelan,35550,56.8,-73,100
Washington,1143,Washington,Pierce,43000,35.6,15,100
Washington,1397,Washington,Pierce,295855,38.8,-90,100
Washington,1635,Washington,Yakima,117072,25.8,404,100
Washington,2419,Washington,Pierce; King,896000,39.2,-88,100
Washington,2445,Washington,Skagit,35600,62,-100,100
Washington,2753,Washington,Island; Snohomish,7125,61.4,3798,100
Washington,351,Washington,Clark,120000,48.6,-19,100
Washington,676,Washington,King; Snohomish,288000,40.2,9,100
Washington,2602,Washington,Snohomish,10150,49.43,37,100
Washington,2104,Washington,Kittitas,21761,59.2,236,75
Washington,2105,Washington,Island,24180,38,-73,100
Washington,2414,Washington,Snohomish,20000,28,4731,50
Washington,2424,Washington,Skagit,17000,N/A,N/A,N/A
Washington,2438,Washington,Clark,162100,45.8,-58,100
Washington,2444,Washington,Snohomish,173800,56.6,130,100
Washington,2534,Washington,Clark,81140,43.4,37,100
Washington,755,Washington,Benton,15000,N/A,N/A,N/A
Washington,760,Washington,Spokane,120000,35.4,286,100
Washington,1399,Washington,Jefferson,10000,25,-53,100
Washington,1620,Washington,Walla Walla,33000,56,-56,100
Washington,2420,Washington,King; Snohomish,789000,45.4,-54,100
Washington,753,Washington,Franklin,73000,28.2,-75,100
Washington,1398,Washington,Grant,8475,18,45,100
Washington,1512,Washington,Whitman,35812,5.8,6,0
Washington,1757,Washington,Thurston,119790,31.2,-82,100
Washington,661,Washington,Snohomish,37650,32.4,-12,100
Washington,759,Washington,Spokane,225000,35.43,-62,100
West Virginia,1860,West Virginia,Kanawha,9000,N/A,N/A,N/A
West Virginia,1863,West Virginia,Cabell,7000,59.4,N/A,100
West Virginia,1864,West Virginia,Cabell,7200,N/A,N/A,N/A
West Virginia,2541,West Virginia,Preston,700,N/A,N/A,N/A
West Virginia,2544,West Virginia,Jefferson,17000,67,N/A,100
West Virginia,2547,West Virginia,Randolph,13156,N/A,N/A,N/A
West Virginia,2550,West Virginia,Mineral,8168,N/A,N/A,N/A
West Virginia,2553,West Virginia,Marshall,12000,32,N/A,100
West Virginia,2555,West Virginia,Mason,5515,32,N/A,100
West Virginia,2556,West Virginia,Mercer,36000,16,N/A,100
West Virginia,2562,West Virginia,Ohio,50000,N/A,N/A,N/A
West Virginia,2604,West Virginia,Ohio,100000,49.71,-14,100
West Virginia,1861,West Virginia,Wayne; Cabell,56000,60.63,182217041,50
West Virginia,2545,West Virginia,Monongalia,2000,N/A,N/A,N/A
West Virginia,2646,West Virginia,Putnam,4900,N/A,N/A,N/A
West Virginia,2067,West Virginia,Taylor,6071,N/A,N/A,N/A
West Virginia,2546,West Virginia,Harrison,26498,N/A,N/A,N/A
West Virginia,2552,West Virginia,Marion,1091,N/A,N/A,N/A
West Virginia,2557,West Virginia,Pleasants,2892,N/A,N/A,N/A
West Virginia,2563,West Virginia,Fayette,2626,N/A,N/A,N/A
West Virginia,91,West Virginia,Kanawha,49500,51.56,N/A,100
West Virginia,1418,West Virginia,Marion,610,N/A,N/A,N/A
West Virginia,1865,West Virginia,Cabell,4050,N/A,N/A,N/A
West Virginia,2551,West Virginia,Boone,4555,N/A,N/A,N/A
West Virginia,2554,West Virginia,Wood,48050,39,N/A,100
West Virginia,2558,West Virginia,Monongalia,48328,N/A,N/A,N/A
West Virginia,2560,West Virginia,Doddridge,564,N/A,N/A,N/A
Wisconsin,128,Wisconsin,Brown,43000,52,599,100
Wisconsin,164,Wisconsin,Brown; Kewaunee,189000,51.2,-69,100
Wisconsin,1851,Wisconsin,Walworth,30000,73.4,209,100
Wisconsin,189,Wisconsin,Rock,63500,85.2,300,100
Wisconsin,203,Wisconsin,Kenosha,122000,72.6,-75,100
Wisconsin,209,Wisconsin,La Crosse,85000,58.6,-64,100
Wisconsin,246,Wisconsin,Dunn,16000,54.5,N/A,100
Wisconsin,248,Wisconsin,Lincoln,9700,64,430,100
Wisconsin,2499,Wisconsin,Fond Du Lac,65000,58.4,46,100
Wisconsin,256,Wisconsin,Ozaukee; Milwaukee,470007,62.4,57,100
Wisconsin,257,Wisconsin,Waukesha; Milwaukee; Racine; Washington; Ozaukee,615934,48.4,-54,100
Wisconsin,302,Wisconsin,Winnebago,78300,70.8,-2,100
Wisconsin,41,Wisconsin,Outagamie; Winnebago; Calumet,72810,42.5,-96,100
Wisconsin,153,Wisconsin,Waukesha,51000,56.8,-24,67
Wisconsin,172,Wisconsin,Washington; Dodge,16000,61,-18,100
Wisconsin,223,Wisconsin,Columbia,3100,39.33,-87,50
Wisconsin,243,Wisconsin,Juneau,4400,55,3,100
Wisconsin,260,Wisconsin,Green,11000,21,130,67
Wisconsin,2747,Wisconsin,Grant,4264,69.8,-90,100
Wisconsin,297,Wisconsin,Jefferson; Waukesha,22000,58.6,-85,100
Wisconsin,325,Wisconsin,Columbia,11000,53.8,4,100
Wisconsin,389,Wisconsin,Portage,27000,74,N/A,100
Wisconsin,392,Wisconsin,Douglas,28000,43.2,-68,100
Wisconsin,432,Wisconsin,Waupaca,8000,54.2,-15,67
Wisconsin,433,Wisconsin,Marathon,42350,70.2,-79,100
Wisconsin,1029,Wisconsin,Dane,10757,51.2,215,75
Wisconsin,136,Wisconsin,Chippewa; Eau Claire,77714,60,679,100
Wisconsin,182,Wisconsin,Saint Croix,19680,57.8,-97,100
Wisconsin,231,Wisconsin,Dane,391815,37.77,49,100
Wisconsin,236,Wisconsin,Marinette,11000,55.63,-92,100
Wisconsin,239,Wisconsin,Marathon; Wood,19300,62,-35,100
Wisconsin,313,Wisconsin,Marinette,3500,58.6,195,100
Wisconsin,344,Wisconsin,Saint Croix; Pierce,15900,48,-56,100
Wisconsin,420,Wisconsin,Vernon,4400,54.25,288,100
Wisconsin,44,Wisconsin,Ashland,8200,70.33,N/A,100
Wisconsin,60,Wisconsin,Jackson,5000,54.4,94,100
Wisconsin,696,Wisconsin,Jefferson; Dodge,23660,71.6,4,100
Wisconsin,1277,Wisconsin,Dane,424000,67.8,39,100
Wisconsin,115,Wisconsin,Waupaca,4500,49.8,-79,67
Wisconsin,232,Wisconsin,Manitowoc,34500,57.2,154,100
Wisconsin,2530,Wisconsin,Dane,106791,41.8,-93,100
Wisconsin,2532,Wisconsin,Dane,83127,20.8,301,100
Wisconsin,364,Wisconsin,Sheboygan,70000,56.2,135,100
Wisconsin,2621,Wisconsin,Marathon,44000,66.71,-32,100
Wyoming,2502,Wyoming,Sheridan,18000,23.4,293,100
Wyoming,2625,Wyoming,Laramie,74600,10,N/A,100
Wyoming,2626,Wyoming,Sweetwater,12000,N/A,N/A,N/A
Wyoming,2627,Wyoming,Carbon,8298,N/A,N/A,N/A
Wyoming,2628,Wyoming,Sheridan,19000,N/A,N/A,N/A
Wyoming,2721,Wyoming,Albany,32363,N/A,N/A,N/A
Wyoming,2732,Wyoming,Sweetwater,32000,N/A,N/A,N/A
Wyoming,2476,Wyoming,Teton,13000,22.6,-44,100
Wyoming,2740,Wyoming,Teton,20000,N/A,N/A,N/A
Wyoming,2855,Wyoming,Sweetwater,32000,N/A,N/A,N/A
