Jurisdiction,Sewershed ID,Reporting Jurisdiction,County,Population Served,Current virus levels in wastewater by site (in %),Percent change in the last 15 days ,Percent of wastewater samples with detectable virus 
Utah,6,Utah,Davis,64533,32.25,7,100
Vermont,2853,Vermont,Addison,9000,81,-55,100
Vermont,2657,Vermont,Windsor,6000,37,-91,75
Vermont,2599,Vermont,Chittenden,30000,44.43,-4,100
Vermont,2613,Vermont,Washington,10100,46.71,3,100
Vermont,2108,Vermont,Chittenden,16000,22.75,6,100
Virginia,2648,Virginia,Martinsville City; Henry,63000,59.5,-74,100
Virginia,1237,Virginia,Tazewell,4600,N/A,N/A,N/A
Virginia,177,Virginia,Chesapeake City; Virginia Beach City,530848,55.5,246,100
Virginia,178,Virginia,Isle Of Wight; Suffolk City; Chesapeake City; Portsmouth City,197608,66,-79,100
Virginia,1829,Virginia,Amherst; Lynchburg City; Campbell; Bedford City,220000,57.5,-99,50
Virginia,2035,Virginia,Hampton City; Newport News City,118497,80,1834,100
Virginia,2036,Virginia,James City; York; Hampton City; Newport News City,141543,45.5,-17,100
Virginia,38,Virginia,Alexandria City; Fairfax,300000,31.4,3,100
Virginia,61,Virginia,Montgomery,52500,29.5,-84,67
Virginia,2491,Virginia,Frederick; Winchester City,60000,73.4,-73,100
Virginia,1576,Virginia,Loudoun,300000,N/A,N/A,N/A
Virginia,181,Virginia,Williamsburg City; Newport News City; York; New Kent; James City,69059,68.5,-19,100
Virginia,1826,Virginia,Wise; Norton City,14000,36.2,89,25
Virginia,1831,Virginia,Rockingham; Harrisonburg City,81000,52.4,628,50
Virginia,1833,Virginia,Montgomery; Pulaski; Radford,70000,47,-46,75
Virginia,1834,Virginia,Bedford City; Roanoke; Roanoke City; Salem; Botetourt; Bland,300000,32.4,-85,50
Virginia,1837,Virginia,Russell,3100,43.67,-52,0
Virginia,1985,Virginia,Alleghany,4000,59.2,975,25
Virginia,2078,Virginia,Fairfax; Falls Church City; Arlington; Alexandria City,232965,46.75,128,100
Virginia,2290,Virginia,Henrico,330000,68.33,-6,100
Virginia,1828,Virginia,Stafford,50000,81.67,8,100
Virginia,2483,Virginia,Petersburg City,33458,34.5,194,100
Virginia,2695,Virginia,Alleghany,15000,20.33,12739,50
Virginia,180,Virginia,Chesapeake City; Virginia Beach City; Norfolk City; Portsmouth City,192347,41.33,-82,50
Virginia,1827,Virginia,Prince William; Fairfax,165901,47,-80,100
Virginia,1828,Virginia,Stafford,44000,75,824,100
Virginia,1832,Virginia,Frederick,16563,new site,N/A,100
Virginia,1838,Virginia,Manassas City; Fairfax City; Fauquier; Fairfax; Prince William; Loudoun; Manassas Park City,350000,42.67,5001,50
Virginia,2037,Virginia,Mathews; York; Gloucester; Poquoson City; Newport News City; Hampton City,99112,76,168,100
Virginia,42,Virginia,Prince William; Stafford,92000,34.67,158,100
Virginia,2008,Virginia,Stafford,100000,83,-7,100
Virginia,1830,Virginia,Albemarle; Charlottesville City,118266,44.5,-44,100
Virginia,1832,Virginia,Frederick,16563,43.25,44037,67
Virginia,2029,Virginia,Franklin,5000,31.8,-95,50
Virginia,2034,Virginia,Norfolk City,78322,80.67,40,100
Virginia,2485,Virginia,Cumberland; Prince Edward,12390,59,-100,50
Virginia,342,Virginia,Goochland; Henrico; Richmond City,225000,29.67,N/A,0
Virginia,454,Virginia,Washington,7300,66,-99,50
Washington,1076,Washington,Chelan,35550,57,389,100
Washington,1143,Washington,Pierce,43000,34.2,-96,100
Washington,1397,Washington,Pierce,295855,38.8,2384,100
Washington,1635,Washington,Yakima,117072,25.8,17811,100
Washington,2419,Washington,Pierce; King,896000,35,79,100
Washington,2445,Washington,Skagit,35600,58.8,47,100
Washington,2753,Washington,Island; Snohomish,7125,75,11,100
Washington,351,Washington,Clark,120000,41.6,-97,100
Washington,676,Washington,King; Snohomish,288000,40.2,96,100
Washington,2602,Washington,Snohomish,10150,40.71,-41,86
Washington,1398,Washington,Grant,8475,18,N/A,100
Washington,2104,Washington,Kittitas,21761,59.2,57,100
Washington,2105,Washington,Island,24180,38,-100,100
Washington,2414,Washington,Snohomish,20000,35,258,100
Washington,2424,Washington,Skagit,17000,N/A,N/A,N/A
Washington,2438,Washington,Clark,162100,45.8,-12,100
Washington,2444,Washington,Snohomish,173800,57.5,-66,100
Washington,2534,Washington,Clark,81140,40.4,-91,100
Washington,755,Washington,Benton,15000,N/A,N/A,N/A
Washington,760,Washington,Spokane,120000,35.4,N/A,100
Washington,1399,Washington,Jefferson,10000,29,141,100
Washington,1620,Washington,Walla Walla,33000,55,7209,100
Washington,2420,Washington,King; Snohomish,789000,38.75,55,100
Washington,753,Washington,Franklin,73000,25.8,120,100
Washington,1512,Washington,Whitman,35812,5.8,16,0
Washington,1757,Washington,Thurston,119790,30.6,N/A,100
Washington,661,Washington,Snohomish,37650,28.2,-97,100
Washington,759,Washington,Spokane,225000,35.43,-91,100
West Virginia,1860,West Virginia,Kanawha,9000,N/A,N/A,N/A
West Virginia,1863,West Virginia,Cabell,7000,N/A,N/A,N/A
West Virginia,1864,West Virginia,Cabell,7200,N/A,N/A,N/A
West Virginia,2541,West Virginia,Preston,700,N/A,N/A,N/A
West Virginia,2544,West Virginia,Jefferson,17000,N/A,N/A,N/A
West Virginia,2547,West Virginia,Randolph,13156,N/A,N/A,N/A
West Virginia,2550,West Virginia,Mineral,8168,N/A,N/A,N/A
West Virginia,2553,West Virginia,Marshall,12000,N/A,N/A,N/A
West Virginia,2555,West Virginia,Mason,5515,N/A,N/A,N/A
West Virginia,2556,West Virginia,Mercer,36000,N/A,N/A,N/A
West Virginia,2562,West Virginia,Ohio,50000,N/A,N/A,N/A
West Virginia,2604,West Virginia,Ohio,100000,32.14,-2,100
West Virginia,1861,West Virginia,Wayne; Cabell,56000,N/A,N/A,N/A
West Virginia,2545,West Virginia,Monongalia,2000,N/A,N/A,N/A
West Virginia,2646,West Virginia,Putnam,4900,N/A,N/A,N/A
West Virginia,2067,West Virginia,Taylor,6071,N/A,N/A,N/A
West Virginia,2546,West Virginia,Harrison,26498,N/A,N/A,N/A
West Virginia,2552,West Virginia,Marion,1091,N/A,N/A,N/A
West Virginia,2557,West Virginia,Pleasants,2892,N/A,N/A,N/A
West Virginia,2563,West Virginia,Fayette,2626,N/A,N/A,N/A
West Virginia,91,West Virginia,Kanawha,49500,N/A,N/A,N/A
West Virginia,1418,West Virginia,Marion,610,N/A,N/A,N/A
West Virginia,1865,West Virginia,Cabell,4050,N/A,N/A,N/A
West Virginia,2551,West Virginia,Boone,4555,N/A,N/A,N/A
West Virginia,2554,West Virginia,Wood,48050,N/A,N/A,N/A
West Virginia,2558,West Virginia,Monongalia,48328,N/A,N/A,N/A
West Virginia,2560,West Virginia,Doddridge,564,N/A,N/A,N/A
Wisconsin,128,Wisconsin,Brown,43000,41.8,-99,67
Wisconsin,164,Wisconsin,Brown; Kewaunee,189000,45.6,-38,100
Wisconsin,1851,Wisconsin,Walworth,30000,75.6,39,100
Wisconsin,189,Wisconsin,Rock,63500,71.8,-99,100
Wisconsin,203,Wisconsin,Kenosha,122000,65.2,85,100
Wisconsin,209,Wisconsin,La Crosse,85000,52.6,-65,75
Wisconsin,246,Wisconsin,Dunn,16000,71.67,-99,100
Wisconsin,248,Wisconsin,Lincoln,9700,73,-24,100
Wisconsin,2499,Wisconsin,Fond Du Lac,65000,49.4,-73,100
Wisconsin,256,Wisconsin,Ozaukee; Milwaukee,470007,63.2,-53,100
Wisconsin,257,Wisconsin,Waukesha; Milwaukee; Racine; Washington; Ozaukee,615934,39,217,100
Wisconsin,302,Wisconsin,Winnebago,78300,65,-56,100
Wisconsin,41,Wisconsin,Outagamie; Winnebago; Calumet,72810,53.2,437,100
Wisconsin,433,Wisconsin,Marathon,42350,58,120,100
Wisconsin,153,Wisconsin,Waukesha,51000,41.8,-69,100
Wisconsin,172,Wisconsin,Washington; Dodge,16000,61,-52,100
Wisconsin,223,Wisconsin,Columbia,3100,22.67,-13,0
Wisconsin,243,Wisconsin,Juneau,4400,61.67,N/A,100
Wisconsin,260,Wisconsin,Green,11000,30,108,67
Wisconsin,2747,Wisconsin,Grant,4264,52.5,55,67
Wisconsin,297,Wisconsin,Jefferson; Waukesha,22000,51.6,336,100
Wisconsin,325,Wisconsin,Columbia,11000,50,-54,75
Wisconsin,389,Wisconsin,Portage,27000,N/A,N/A,N/A
Wisconsin,392,Wisconsin,Douglas,28000,41.6,83,100
Wisconsin,432,Wisconsin,Waupaca,8000,42,279,100
Wisconsin,136,Wisconsin,Chippewa; Eau Claire,77714,55.6,-87,100
Wisconsin,182,Wisconsin,Saint Croix,19680,46.2,96,100
Wisconsin,231,Wisconsin,Dane,391815,38.54,-16,100
Wisconsin,236,Wisconsin,Marinette,11000,50.33,25123,50
Wisconsin,239,Wisconsin,Marathon; Wood,19300,61.6,-8,100
Wisconsin,313,Wisconsin,Marinette,3500,59.4,41,100
Wisconsin,344,Wisconsin,Saint Croix; Pierce,15900,43.67,-60,100
Wisconsin,420,Wisconsin,Vernon,4400,17.75,119,0
Wisconsin,44,Wisconsin,Ashland,8200,76.67,N/A,100
Wisconsin,60,Wisconsin,Jackson,5000,48.8,-47,100
Wisconsin,696,Wisconsin,Jefferson; Dodge,23660,71.8,-72,100
Wisconsin,1277,Wisconsin,Dane,424000,59.2,-59,100
Wisconsin,1029,Wisconsin,Dane,10757,57.2,-65,100
Wisconsin,115,Wisconsin,Waupaca,4500,37.2,1257,67
Wisconsin,232,Wisconsin,Manitowoc,34500,47.2,-95,100
Wisconsin,364,Wisconsin,Sheboygan,70000,63.6,-60,100
Wisconsin,2621,Wisconsin,Marathon,44000,61.86,16,100
Wyoming,2502,Wyoming,Sheridan,18000,29,501,100
Wyoming,2625,Wyoming,Laramie,74600,17.67,181,100
Wyoming,2626,Wyoming,Sweetwater,12000,12,1694,100
Wyoming,2627,Wyoming,Carbon,8298,8.5,-94,100
Wyoming,2628,Wyoming,Sheridan,19000,29.5,2567,100
Wyoming,2721,Wyoming,Albany,32363,N/A,N/A,N/A
Wyoming,2732,Wyoming,Sweetwater,32000,N/A,N/A,N/A
Wyoming,2476,Wyoming,Teton,13000,22.6,612,100
Wyoming,2740,Wyoming,Teton,20000,N/A,N/A,N/A
Wyoming,2855,Wyoming,Sweetwater,32000,N/A,N/A,N/A
